Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6579cd10d8688381dad8a0bc,5aafe2a9fb22320001babb3a,APPROVED,2023-12-13T15:26:12.043000Z,2023-12-13T15:41:05.465000Z,2023-12-13T20:19:24.984000Z,2023-12-13T15:41:05.924472Z,894.0,CWWHERKO,495,English,English,29,Male,Other,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
6579cd1576e4b9568667cd86,63e00673acb154c72d564dd1,APPROVED,2023-12-13T15:26:21.311000Z,2023-12-13T15:42:00.566000Z,2023-12-13T20:19:25.230000Z,2023-12-13T15:42:01.124922Z,940.0,CWWHERKO,281,English,English,55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6579cd2741dd4c2bba7183b3,5885129a6907b40001de425a,APPROVED,2023-12-13T15:26:36.505000Z,2023-12-13T15:42:38.915000Z,2023-12-13T20:19:25.459000Z,2023-12-13T15:42:39.377087Z,963.0,CWWHERKO,1603,English,English,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6579cd2d439291366dddb918,6511a5021868e578451fc530,APPROVED,2023-12-13T15:26:45.416000Z,2023-12-13T15:53:48.570000Z,2023-12-13T20:19:25.683000Z,2023-12-13T15:53:48.970879Z,1624.0,CWWHERKO,105,English,English,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579cd2dd78dce3d29f7fb12,611162931df90341d92aa708,APPROVED,2023-12-13T15:26:43.954000Z,2023-12-13T15:43:04.979000Z,2023-12-13T20:19:25.900000Z,2023-12-13T15:43:05.402704Z,982.0,CWWHERKO,841,English,English,35,Female,White,Canada,Canada,Canada,English,No,Full-Time
6579cd3a98ce8bcd214ce2fd,6236f9d5a592272f9e11b44c,APPROVED,2023-12-13T15:27:03.474000Z,2023-12-13T15:43:10.097000Z,2023-12-13T20:19:26.144000Z,2023-12-13T15:43:10.717840Z,967.0,CWWHERKO,690,English,English,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579cd3a9b216b0a88fd4766,5c7223bd7ed3a70001fc1df0,APPROVED,2023-12-13T15:26:50.768000Z,2023-12-13T15:40:41.447000Z,2023-12-13T20:19:26.429000Z,2023-12-13T15:40:41.913395Z,831.0,CWWHERKO,198,English,English,24,Male,White,New Zealand,New Zealand,New Zealand,English,Yes,Part-Time
6579cd4a90e95bcbce5be7bc,64fac129eef7b3971cb5c4fe,APPROVED,2023-12-13T15:27:11.364000Z,2023-12-13T15:36:25.872000Z,2023-12-13T20:19:26.662000Z,2023-12-13T15:36:26.372953Z,555.0,CWWHERKO,59,English,English,33,Male,Mixed,Canada,Canada,Canada,English,No,Part-Time
6579cd50986b70f864162e36,614b212257e37ee820db3736,APPROVED,2023-12-13T15:27:12.324000Z,2023-12-13T15:47:58.728000Z,2023-12-13T20:19:26.884000Z,2023-12-13T15:47:59.212885Z,1247.0,CWWHERKO,650,English,English,37,Female,White,Ireland,Ireland,Ireland,English,No,Part-Time
6579cd513cfd1751e29f0420,60252dbdb3d0e12dc0c137bb,APPROVED,2023-12-13T15:27:17.196000Z,2023-12-13T15:35:47.570000Z,2023-12-13T20:19:27.101000Z,2023-12-13T15:35:48.026512Z,511.0,CWWHERKO,504,English,English,40,Male,White,Canada,Canada,Canada,English,No,Full-Time
6579cd55eba1dcddfdcf4ddb,65267a1a3cd5b606da8a273b,APPROVED,2023-12-13T15:29:01.476000Z,2023-12-13T15:50:42.230000Z,2023-12-13T20:19:27.353000Z,2023-12-13T15:50:42.950309Z,1301.0,CWWHERKO,18,English,English,26,Female,White,Ireland,Ireland,Ireland,English,No,Full-Time
6579cd56267684c53c231993,6070c9451a3285e619be08f7,APPROVED,2023-12-13T15:27:23.164000Z,2023-12-13T15:41:52.520000Z,2023-12-13T20:19:27.569000Z,2023-12-13T15:41:52.959582Z,870.0,CWWHERKO,278,English,English,29,Female,White,Canada,Canada,Canada,English,No,Full-Time
6579cd60d5563ac20906bc51,5e07aa9cb638531138f72587,APPROVED,2023-12-13T15:27:28.934000Z,2023-12-13T15:38:04.768000Z,2023-12-13T20:19:27.786000Z,2023-12-13T15:38:05.313626Z,636.0,CWWHERKO,2370,English,English,57,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579cd6858da35dbad2141da,6162e2edc9c72d9868385779,APPROVED,2023-12-13T15:27:39.315000Z,2023-12-13T15:40:59.149000Z,2023-12-13T20:18:41.793000Z,2023-12-13T15:40:59.658526Z,800.0,C13AJLE9,296,English,English,22,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
6579cd6d40431b027b4cf978,6038d61ed98e9525e3365a7c,APPROVED,2023-12-13T15:27:47.891000Z,2023-12-13T16:05:22.304000Z,2023-12-13T20:19:27.980000Z,2023-12-13T16:05:22.848928Z,2255.0,CWWHERKO,197,"Other, English","Afrikaans, English",27,Male,Black,Botswana,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
6579cd6e88dd28bd059fd3dc,63fab901a6a29bd9c8b39f89,APPROVED,2023-12-13T15:27:42.748000Z,2023-12-13T15:48:06.406000Z,2023-12-13T20:19:28.201000Z,2023-12-13T15:48:06.935111Z,1224.0,CWWHERKO,392,English,English,44,Female,White,Australia,Australia,Australia,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6579cd7105adea30dca2ba31,650062cd6cef58594c7a5c78,APPROVED,2023-12-13T15:28:22.506000Z,2023-12-13T15:42:09.034000Z,2023-12-13T20:19:28.499000Z,2023-12-13T15:42:09.639736Z,827.0,CWWHERKO,125,English,English,40,Female,White,Canada,Canada,Canada,English,No,Full-Time
6579cd7c797df0c70825959c,653bb6b79f1afbcea800da0c,APPROVED,2023-12-13T15:32:12.520000Z,2023-12-13T15:44:23.455000Z,2023-12-13T20:19:28.719000Z,2023-12-13T15:44:23.879137Z,731.0,CWWHERKO,45,"English, Turkish","Turkish, German, Dutch, Japanese, English",23,Male,White,United Kingdom,Netherlands,United Kingdom,English,No,Full-Time
6579cd8458da35dbad2141e0,59feed1da383a100011b3eaa,APPROVED,2023-12-13T15:28:04.931000Z,2023-12-13T15:41:16.881000Z,2023-12-13T20:19:28.970000Z,2023-12-13T15:41:17.384351Z,792.0,CWWHERKO,3226,English,English,48,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579cd850ed0921fb8958dd2,576667375cf6f200015a0884,APPROVED,2023-12-13T15:28:11.769000Z,2023-12-13T15:49:24.632000Z,2023-12-13T20:19:29.196000Z,2023-12-13T15:49:25.147333Z,1273.0,CWWHERKO,223,English,English,49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579cd9457f35b2be92318c5,56bb120a724769000cb7462b,APPROVED,2023-12-13T15:31:55.021000Z,2023-12-13T15:48:21.079000Z,2023-12-13T20:19:29.398000Z,2023-12-13T15:48:21.651058Z,987.0,CWWHERKO,492,English,English,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6579cda06b528041a926b69d,634d7213a4ecd799f4c14726,APPROVED,2023-12-13T15:28:36.349000Z,2023-12-13T15:36:13.826000Z,2023-12-13T20:19:29.616000Z,2023-12-13T15:36:14.212777Z,458.0,CWWHERKO,143,English,English,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579cda7986b70f864162e4b,6051f9a32647a5a8f1dc723a,APPROVED,2023-12-13T15:29:01.782000Z,2023-12-13T15:59:31.639000Z,2023-12-13T20:19:29.830000Z,2023-12-13T15:59:32.110348Z,1830.0,CWWHERKO,339,English,English,25,Female,Black,Zimbabwe,Poland,Zimbabwe,English,No,Unemployed (and job seeking)
6579cdac8ae3d900a371a8f6,6523c0a6ebfa353d6aa23b1c,APPROVED,2023-12-13T15:28:53.359000Z,2023-12-13T15:42:26.122000Z,2023-12-13T20:19:30.133000Z,2023-12-13T15:42:26.577481Z,813.0,CWWHERKO,47,"English, German, Arabic, French, Spanish","English, German, French, Arabic, Spanish",25,Male,Other,Ireland,Hungary,Ireland,English,Yes,Other
6579cdb8540f1e5d484e456a,5fc953527f6167409e5654e0,APPROVED,2023-12-13T15:29:13.735000Z,2023-12-13T15:47:09.372000Z,2023-12-13T20:19:30.333000Z,2023-12-13T15:47:10.233264Z,1076.0,CWWHERKO,416,English,English,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6579cdb92ca9ec07f885d4a8,5f58579578b8a03bd512b9e6,APPROVED,2023-12-13T15:29:09.249000Z,2023-12-13T15:50:31.877000Z,2023-12-13T20:19:30.533000Z,2023-12-13T15:50:32.293208Z,1283.0,CWWHERKO,834,English,"English, French, Portuguese",35,Male,White,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
6579cdccf05fc21f33631e7d,5dae30fea05d370017a0b47f,APPROVED,2023-12-13T15:29:23.095000Z,2023-12-13T15:44:20.477000Z,2023-12-13T20:19:30.827000Z,2023-12-13T15:44:20.919403Z,898.0,CWWHERKO,193,English,English,57,Female,White,Norway,United Kingdom,United Kingdom,English,No,Part-Time
6579cdd1860c578427a95a2c,57d02ffb596f5d0001df741f,APPROVED,2023-12-13T15:29:29.132000Z,2023-12-13T15:43:24.982000Z,2023-12-13T20:19:31.147000Z,2023-12-13T15:43:25.396746Z,836.0,CWWHERKO,1463,English,English,34,Male,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6579cdd29b216b0a88fd4783,5c096cc8b57e9500015a18c2,APPROVED,2023-12-13T15:29:30.240000Z,2023-12-13T15:39:56.279000Z,2023-12-13T20:19:31.381000Z,2023-12-13T15:39:56.739758Z,627.0,CWWHERKO,2070,English,English,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579cdd3a17ae10e28432bbf,6011c91e496f2f16d61402e7,APPROVED,2023-12-13T15:33:21.054000Z,2023-12-13T15:46:25.941000Z,2023-12-13T20:19:31.579000Z,2023-12-13T15:46:26.402936Z,785.0,CWWHERKO,275,English,"Afrikaans, English",22,Male,White,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
6579cde9233d5413b0631cfa,5ffcd1eacfbe9e161495d884,APPROVED,2023-12-13T15:38:14.613000Z,2023-12-13T15:51:01.276000Z,2023-12-13T20:19:31.782000Z,2023-12-13T15:51:01.716613Z,767.0,CWWHERKO,1693,English,English,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
6579cdfb7238771194148fa7,6124d3c85b6ea8a350177dcc,APPROVED,2023-12-13T15:30:09.047000Z,2023-12-13T15:52:30.890000Z,2023-12-13T20:19:32.006000Z,2023-12-13T15:52:31.325506Z,1342.0,CWWHERKO,1056,English,English,67,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6579cdfec08dfa069a376213,65254b3af924a4b9fdd5487e,APPROVED,2023-12-13T15:30:10.835000Z,2023-12-13T15:44:42.895000Z,2023-12-13T20:19:32.202000Z,2023-12-13T15:44:43.439932Z,873.0,CWWHERKO,70,English,English,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6579ce1093c96ab0c171ac95,63dbddb434d075a0bff1dbc7,APPROVED,2023-12-13T15:30:26.890000Z,2023-12-13T15:41:02.825000Z,2023-12-13T20:19:32.404000Z,2023-12-13T15:41:03.247049Z,636.0,CWWHERKO,485,English,English,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579ce1c05e28cac223ebb01,655fdf554b84fb6cbc5d4b93,APPROVED,2023-12-13T15:30:36.149000Z,2023-12-13T16:15:43.395000Z,2023-12-13T20:19:32.620000Z,2023-12-13T16:15:44.246146Z,2708.0,CWWHERKO,37,English,English,51,Male,White,Australia,Australia,Australia,English,No,Full-Time
6579ce1f05e28cac223ebb02,5bce03901f3317000110ad31,APPROVED,2023-12-13T15:30:44.714000Z,2023-12-13T15:52:55.205000Z,2023-12-13T20:19:32.823000Z,2023-12-13T15:52:55.591643Z,1331.0,CWWHERKO,1399,English,English,51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579ce202ca9ec07f885d4c1,5eb3d22ffa15221c2e0117c5,APPROVED,2023-12-13T15:30:43.486000Z,2023-12-13T15:47:05.970000Z,2023-12-13T20:19:33.019000Z,2023-12-13T15:47:06.496549Z,983.0,CWWHERKO,828,English,English,22,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
6579ce2199a176af9012e980,5ccf41c9bd0d3e001593ce92,APPROVED,2023-12-13T15:30:46.355000Z,2023-12-13T15:42:25.740000Z,2023-12-13T20:19:33.226000Z,2023-12-13T15:42:27.160192Z,700.0,CWWHERKO,1977,English,English,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
6579ce24d1d35728c5dc43bc,64135c5f6cdfab4949d4b2ae,APPROVED,2023-12-13T15:30:46.380000Z,2023-12-13T15:40:57.050000Z,2023-12-13T20:19:33.444000Z,2023-12-13T15:40:57.528420Z,611.0,CWWHERKO,164,English,English,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
6579ce2e0cd4975eb70a4438,64333e37b0fca53775bad01a,APPROVED,2023-12-13T15:30:54.920000Z,2023-12-13T15:44:20.437000Z,2023-12-13T20:19:33.659000Z,2023-12-13T15:44:21.021486Z,806.0,CWWHERKO,364,English,English,18,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
6579ce2f0b0971ba1a0bfcd8,656f1215f5223c243e5879c6,APPROVED,2023-12-13T15:31:01.584000Z,2023-12-13T15:57:08.464000Z,2023-12-13T20:19:33.878000Z,2023-12-13T15:57:09.009608Z,1567.0,CWWHERKO,15,English,English,43,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579ce303cfd1751e29f0448,5e83b33925e95c108cc1ffc6,APPROVED,2023-12-13T15:30:59.227000Z,2023-12-13T16:00:06.604000Z,2023-12-13T20:19:34.079000Z,2023-12-13T16:00:07.253519Z,1748.0,CWWHERKO,735,English,English,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6579ce305fa555f6f2fe4be7,6500615b226d81ec5db464d7,APPROVED,2023-12-13T15:30:56.884000Z,2023-12-13T15:45:12.723000Z,2023-12-13T20:19:34.282000Z,2023-12-13T15:45:13.312097Z,856.0,CWWHERKO,229,English,English,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6579ce310ed0921fb8958e0c,6448e3fb68d60f161a38f5c9,APPROVED,2023-12-13T15:32:47.715000Z,2023-12-13T15:45:55.726000Z,2023-12-13T20:19:34.525000Z,2023-12-13T15:45:56.210591Z,789.0,CWWHERKO,393,English,English,20,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
6579ce32fcd73f0439e196ce,63b80a8b220f924d975670bc,APPROVED,2023-12-13T15:31:03.628000Z,2023-12-13T15:42:13.019000Z,2023-12-13T20:19:34.768000Z,2023-12-13T15:42:13.508333Z,670.0,CWWHERKO,807,English,English,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6579ce37c331735ddbfc122b,6167edd341d0bbfb9ae5865e,APPROVED,2023-12-13T15:31:08.473000Z,2023-12-13T15:42:50.065000Z,2023-12-13T20:19:35.025000Z,2023-12-13T15:42:50.651637Z,702.0,CWWHERKO,294,English,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579ce3c57927ffd4f12e7b9,5d9f4d5f3cac2b0016c79242,APPROVED,2023-12-13T15:31:08.135000Z,2023-12-13T15:45:35.544000Z,2023-12-13T20:19:35.270000Z,2023-12-13T15:45:36.079782Z,868.0,CWWHERKO,625,English,English,29,Male,White,Canada,Canada,Canada,English,Yes,Full-Time
6579ce3d57927ffd4f12e7ba,5e8381eccec7700be5fda040,APPROVED,2023-12-13T15:31:14.575000Z,2023-12-13T15:42:35.144000Z,2023-12-13T20:19:35.526000Z,2023-12-13T15:42:35.548653Z,681.0,CWWHERKO,458,English,English,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579ce4ea7d7d2343a5ccf01,656f3285502865cd7a64eee0,APPROVED,2023-12-13T15:31:30.945000Z,2023-12-13T15:47:06.689000Z,2023-12-13T20:19:38.014000Z,2023-12-13T15:47:07.105418Z,936.0,CWWHERKO,13,English,English,40,Male,White,Canada,Canada,Canada,English,No,Full-Time
6579ce4fc775fef95d97a33d,5a00a8160fff620001a6b776,APPROVED,2023-12-13T15:31:56.939000Z,2023-12-13T15:41:48.608000Z,2023-12-13T20:19:38.248000Z,2023-12-13T15:41:49.014611Z,592.0,CWWHERKO,3925,English,English,48,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6579ce509b216b0a88fd47a2,64972f924aa5ae29db59c3aa,APPROVED,2023-12-13T15:31:32.522000Z,2023-12-13T15:39:51.050000Z,2023-12-13T20:19:38.476000Z,2023-12-13T15:39:51.571414Z,499.0,CWWHERKO,172,English,"Chinese, English",36,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579ce55badb2d07996a4363,63d52038bacd9968ad329bba,APPROVED,2023-12-13T15:31:41.266000Z,2023-12-13T15:46:36.710000Z,2023-12-13T20:19:38.705000Z,2023-12-13T15:46:37.197261Z,896.0,CWWHERKO,598,English,English,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579ce5b55caa50f7061fc30,653ee4e964c5fb9092a9c2ed,APPROVED,2023-12-13T15:32:34.587000Z,2023-12-13T15:42:13.201000Z,2023-12-13T20:19:38.936000Z,2023-12-13T15:42:13.700213Z,579.0,CWWHERKO,35,English,English,19,Male,Asian,Australia,Australia,Australia,English,Yes,Other
6579ce5e5cfca127508702cb,6045ac8a103c4c14db5e6d24,APPROVED,2023-12-13T15:31:47.505000Z,2023-12-13T15:48:52.501000Z,2023-12-13T20:18:20.933000Z,2023-12-13T15:48:52.940561Z,1025.0,NOCODE,553,English,English,33,Female,White,Canada,Canada,Canada,English,No,Part-Time
6579ce5e41dd4c2bba718428,5e8cb92b4fbc6b06bdb8a3d3,APPROVED,2023-12-13T15:31:45.541000Z,2023-12-13T15:44:38.805000Z,2023-12-13T20:19:39.180000Z,2023-12-13T15:44:39.272941Z,774.0,CWWHERKO,1184,English,English,26,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6579ce62bbe69433a65cce95,6561236d348bea6df6193ecc,APPROVED,2023-12-13T15:31:49.649000Z,2023-12-13T15:42:28.097000Z,2023-12-13T20:19:39.395000Z,2023-12-13T15:42:28.694902Z,639.0,CWWHERKO,19,English,"French, English",29,Male,Mixed,Canada,Canada,Canada,English,Yes,Unemployed (and job seeking)
6579ce63fc02a7516a148e68,5ecc5a663823de80ecbe966a,APPROVED,2023-12-13T15:32:01.784000Z,2023-12-13T15:59:52.002000Z,2023-12-13T20:19:39.616000Z,2023-12-13T15:59:52.601838Z,1671.0,CWWHERKO,1244,English,English,51,Male,White,Canada,Canada,Canada,English,No,Full-Time
6579ce6413cf2f4ea44e4740,5aad2266811b2000016f6bda,APPROVED,2023-12-13T15:31:53.745000Z,2023-12-13T15:37:23.005000Z,2023-12-13T20:19:39.834000Z,2023-12-13T15:37:23.698441Z,330.0,CWWHERKO,1672,English,English,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579ce69bbe69433a65cce98,650b077f8aa488b5a6ac56cb,APPROVED,2023-12-13T15:31:53.958000Z,2023-12-13T15:49:58.219000Z,2023-12-13T20:19:40.031000Z,2023-12-13T15:49:58.657197Z,1085.0,CWWHERKO,101,English,"English, Serbian",22,Prefer not to say,Other,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
6579ce6b04170357ad2c2dad,5d463a9ec83d9f0001260255,APPROVED,2023-12-13T15:38:03.197000Z,2023-12-13T15:47:56.652000Z,2023-12-13T20:19:40.232000Z,2023-12-13T15:47:57.178728Z,594.0,CWWHERKO,644,English,English,20,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
6579ce7e3cfd1751e29f0459,630be3605287a0f49b87c709,APPROVED,2023-12-13T15:32:22.998000Z,2023-12-13T15:51:53.741000Z,2023-12-13T20:19:40.535000Z,2023-12-13T15:51:54.246549Z,1171.0,CWWHERKO,867,English,English,73,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6579cee0fcd73f0439e196fc,63cf05631552a8d1b2348bd6,APPROVED,2023-12-13T15:33:57.706000Z,2023-12-13T15:53:39.087000Z,2023-12-13T20:19:40.751000Z,2023-12-13T15:53:39.891079Z,1182.0,CWWHERKO,495,English,English,67,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6579cf1a515cd071236a447f,5cd4210f2652df0015a3c969,APPROVED,2023-12-13T15:34:56.715000Z,2023-12-13T15:45:16.593000Z,2023-12-13T20:19:40.953000Z,2023-12-13T15:45:17.604708Z,620.0,CWWHERKO,837,English,English,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579cf34aac7bc3733e6d487,646eb15ee5446a66e5e5fbd3,APPROVED,2023-12-13T15:35:21.581000Z,2023-12-13T15:50:43.416000Z,2023-12-13T20:19:41.158000Z,2023-12-13T15:50:43.810681Z,922.0,CWWHERKO,246,English,English,40,Male,White,Australia,Australia,Australia,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6579cf36eba1dcddfdcf4e70,6543abc4a891f67206a11481,APPROVED,2023-12-13T15:35:34.599000Z,2023-12-13T15:54:27.180000Z,2023-12-13T20:19:41.851000Z,2023-12-13T15:54:27.783665Z,1133.0,CWWHERKO,44,English,English,57,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6579cf37badb2d07996a437f,56a8a39f7f2472000c9382f6,APPROVED,2023-12-13T15:35:28.454000Z,2023-12-13T15:50:38.458000Z,2023-12-13T20:19:42.073000Z,2023-12-13T15:50:38.986132Z,911.0,CWWHERKO,1367,English,English,76,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6579cf40513ef3c495209df1,5e13ff1b94d5eea33e200fce,APPROVED,2023-12-13T15:35:31.241000Z,2023-12-13T16:00:38.483000Z,2023-12-13T20:19:42.273000Z,2023-12-13T16:00:38.917147Z,1508.0,CWWHERKO,225,English,"English, French",50,Male,White,Canada,Canada,Canada,English,No,Full-Time
6579cf46af920152a7038fb8,5dc8465ad362415b3383405f,APPROVED,2023-12-13T15:35:41.801000Z,2023-12-13T15:50:37.229000Z,2023-12-13T20:19:42.478000Z,2023-12-13T15:50:37.728182Z,896.0,CWWHERKO,1881,English,English,32,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED
6579cf5a2b12085e66f84623,5d66c1382d1a18000170759b,APPROVED,2023-12-13T15:36:02.758000Z,2023-12-13T15:52:02.594000Z,2023-12-13T20:19:42.698000Z,2023-12-13T15:52:03.156404Z,960.0,CWWHERKO,721,English,English,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579cf96a384614cdb272505,634688e5fa2b2ff0a83c7a17,APPROVED,2023-12-13T15:36:53.999000Z,2023-12-13T15:47:58.647000Z,2023-12-13T20:19:42.933000Z,2023-12-13T15:47:59.141182Z,665.0,CWWHERKO,713,English,English,49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579cfa5cc3dff37be641322,5ab8c3fb9534ba0001c6b60d,APPROVED,2023-12-13T15:37:12.945000Z,2023-12-13T15:51:53.264000Z,2023-12-13T20:19:43.160000Z,2023-12-13T15:51:53.898627Z,881.0,CWWHERKO,1739,English,English,44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
6579cfc264a444c189158ff5,5e3606315bfa435ce4d6246c,APPROVED,2023-12-13T15:37:42.348000Z,2023-12-13T15:44:36.263000Z,2023-12-13T20:19:43.379000Z,2023-12-13T15:44:36.809786Z,414.0,CWWHERKO,3521,English,English,43,Female,White,United States,United States,United States,English,No,Full-Time
6579cfcc2a2c4900c6a8a7ba,5e299d8c2e9dc4000be0fde0,APPROVED,2023-12-13T15:37:51.865000Z,2023-12-13T15:48:41.970000Z,2023-12-13T20:19:43.594000Z,2023-12-13T15:48:42.443296Z,651.0,CWWHERKO,442,English,English,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579cfd3084abe2accd87915,6547a1d8f1d0ad1c23a984c5,APPROVED,2023-12-13T15:39:56.977000Z,2023-12-13T16:02:51.360000Z,2023-12-13T20:19:43.818000Z,2023-12-13T16:02:51.888696Z,1375.0,CWWHERKO,40,English,English,29,Female,Mixed,New Zealand,Canada,Canada,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6579cfd5582e8caf3b4238fe,62cee0344bbf495f81b5643a,APPROVED,2023-12-13T15:46:27.531000Z,2023-12-13T15:54:43.695000Z,2023-12-13T20:19:44.121000Z,2023-12-13T15:54:44.126772Z,497.0,CWWHERKO,402,English,English,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6579cfea1a6a7e24def8472f,60a674515b64fa204593b1f3,APPROVED,2023-12-13T15:38:28.984000Z,2023-12-13T15:52:56.872000Z,2023-12-13T20:19:44.368000Z,2023-12-13T15:52:57.406853Z,868.0,CWWHERKO,655,English,English,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6579cfebe129ade90b870369,62d815be5d2310217310adb3,APPROVED,2023-12-13T15:38:19.535000Z,2023-12-13T15:53:00.032000Z,2023-12-13T20:19:44.578000Z,2023-12-13T15:53:00.455985Z,881.0,CWWHERKO,855,English,English,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6579d01259822886ab5c52fe,607d6e86f96c147cf2b3223c,APPROVED,2023-12-13T15:39:01.154000Z,2023-12-13T15:50:42.354000Z,2023-12-13T20:19:44.796000Z,2023-12-13T15:50:42.752591Z,702.0,CWWHERKO,994,English,English,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6579d014bbe69433a65ccef0,5ac4b010f69e940001d97645,APPROVED,2023-12-13T15:39:07.522000Z,2023-12-13T15:54:23.679000Z,2023-12-13T20:19:45.061000Z,2023-12-13T15:54:24.194962Z,917.0,CWWHERKO,2091,English,English,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
6579d04045d9207e85e4d044,5720da35951c9b0011d3dfe0,APPROVED,2023-12-13T15:39:53.164000Z,2023-12-13T15:55:45.545000Z,2023-12-13T20:19:45.323000Z,2023-12-13T15:55:46.046782Z,953.0,CWWHERKO,1428,English,English,64,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
