Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6579d060540f1e5d484e4617,5f392fae9168cc472f0468f6,APPROVED,2023-12-13T15:40:20.774000Z,2023-12-13T15:55:31.519000Z,2023-12-13T20:19:45.564000Z,2023-12-13T15:55:31.917906Z,911.0,CWWHERKO,735,English,"English, Gaelic",76,Male,White,Ireland,Ireland,Ireland,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6579d063bab87ef1fae88ecd,648028bc524faa07ef0547eb,APPROVED,2023-12-13T15:40:30.682000Z,2023-12-13T15:51:36.932000Z,2023-12-13T20:19:45.787000Z,2023-12-13T15:51:37.424107Z,667.0,CWWHERKO,434,English,English,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6579d06b27246442de376148,613bd1d54b15612f60104b1a,APPROVED,2023-12-13T15:40:32.745000Z,2023-12-13T15:47:51.134000Z,2023-12-13T20:19:46.021000Z,2023-12-13T15:47:51.602025Z,439.0,CWWHERKO,753,English,English,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579d095441e5a92725be7b0,5e4176733f2ecf000aa8e2ad,APPROVED,2023-12-13T15:41:12.619000Z,2023-12-13T15:51:34.942000Z,2023-12-13T20:19:46.274000Z,2023-12-13T15:51:35.487335Z,623.0,CWWHERKO,85,English,English,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6579d0c27f0ed6377133bc2c,60e3323fc99408789b40cf06,APPROVED,2023-12-13T15:42:05.889000Z,2023-12-13T16:00:28.350000Z,2023-12-13T20:19:46.486000Z,2023-12-13T16:00:28.927689Z,1103.0,CWWHERKO,1454,English,English,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6579d124c08dfa069a3762d6,5db7b4c243de97000d4b88e8,APPROVED,2023-12-13T15:43:34.306000Z,2023-12-13T15:49:25.199000Z,2023-12-13T20:19:46.720000Z,2023-12-13T15:49:25.672331Z,351.0,CWWHERKO,917,English,English,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579d12d55caa50f7061fcca,6537d382e6ef905f0b52d045,APPROVED,2023-12-13T15:43:41.691000Z,2023-12-13T15:58:12.739000Z,2023-12-13T20:19:46.960000Z,2023-12-13T15:58:13.434079Z,872.0,CWWHERKO,90,English,English,38,Male,White,Canada,Canada,Canada,English,No,Full-Time
6579d1391a6a7e24def8478c,609ab94f178ec843226336a7,APPROVED,2023-12-13T15:43:57.741000Z,2023-12-13T16:04:45.187000Z,2023-12-13T20:19:47.184000Z,2023-12-13T16:04:45.789873Z,1248.0,CWWHERKO,1848,English,English,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579d1411e525246fe229bb4,5b2274a931d0080001ba0235,APPROVED,2023-12-13T15:52:46.464000Z,2023-12-13T16:20:35.753000Z,2023-12-13T20:19:47.401000Z,2023-12-13T16:20:36.268190Z,1670.0,CWWHERKO,1582,English,English,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579d16c77d3938db49794a0,5dc597a98499c540c815ccd5,APPROVED,2023-12-13T15:44:47.192000Z,2023-12-13T15:57:45.724000Z,2023-12-13T20:19:47.614000Z,2023-12-13T15:57:46.222025Z,779.0,CWWHERKO,1406,English,English,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579d17bd5d9505de55cadaf,5d7ebf9e93902b0001965912,APPROVED,2023-12-13T15:45:06.431000Z,2023-12-13T16:02:22.377000Z,2023-12-13T20:19:47.826000Z,2023-12-13T16:02:22.952124Z,1036.0,CWWHERKO,1879,English,English,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
6579d17db6899caebe71854e,65353d8ebdfd9057840aea05,APPROVED,2023-12-13T15:45:07.996000Z,2023-12-13T15:57:27.486000Z,2023-12-13T20:19:48.023000Z,2023-12-13T15:57:28.148107Z,740.0,CWWHERKO,79,English,"English, Spanish",25,Female,White,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
6579d1b1e129ade90b8703f5,62b5d90d09660072824f68cf,APPROVED,2023-12-13T15:45:58.430000Z,2023-12-13T15:59:17.821000Z,2023-12-13T20:19:48.245000Z,2023-12-13T15:59:18.295087Z,800.0,CWWHERKO,791,English,"English, Turkish",38,Male,Other,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6579d1c2439291366dddba56,6321decd01d759ccbe3a26b3,APPROVED,2023-12-13T15:46:20.682000Z,2023-12-13T16:10:00.755000Z,2023-12-13T20:19:48.452000Z,2023-12-13T16:10:01.247528Z,1421.0,CWWHERKO,739,English,"English, Gujarati",45,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579d1d99b216b0a88fd485b,5f5321e81b493262891b81c8,APPROVED,2023-12-13T15:46:41.624000Z,2023-12-13T15:58:45.330000Z,2023-12-13T20:19:48.679000Z,2023-12-13T15:58:45.799570Z,724.0,CWWHERKO,100,English,English,DATA_EXPIRED,Female,White,Canada,Canada,Canada,English,No,Full-Time
6579d2010c2491d23f3f7bb2,63d10f0e868986d890b2c5ba,APPROVED,2023-12-13T15:47:21.999000Z,2023-12-13T15:56:05.710000Z,2023-12-13T20:19:48.892000Z,2023-12-13T15:56:06.158606Z,524.0,CWWHERKOv,215,English,English,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579d248a222e2b5a5f7fc37,62c6ad01d7ad711abdf2eb4c,APPROVED,2023-12-13T15:48:27.004000Z,2023-12-13T16:00:11.116000Z,2023-12-13T20:19:49.112000Z,2023-12-13T16:00:11.564579Z,705.0,CWWHERKO,925,English,English,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579d250549699a992641420,604bd226587ce0cb9d88c8f6,APPROVED,2023-12-13T15:48:46.476000Z,2023-12-13T16:08:51.839000Z,2023-12-13T20:19:49.327000Z,2023-12-13T16:08:52.299696Z,1206.0,CWWHERKO,343,English,"Afrikaans, English",40,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
6579d29f2e0a15c71dd51fc1,5c3a4e759e794d000129a225,APPROVED,2023-12-13T15:49:58.890000Z,2023-12-13T16:00:16.737000Z,2023-12-13T20:19:49.550000Z,2023-12-13T16:00:17.366179Z,618.0,CWWHERKO,1181,English,English,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579d2a6fc030088f14ce656,5ad8dbe2e34a050001b83eac,APPROVED,2023-12-13T15:50:00.438000Z,2023-12-13T16:02:10.020000Z,2023-12-13T20:19:49.766000Z,2023-12-13T16:02:10.610748Z,730.0,CWWHERKO,2401,English,English,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579d2ad1e525246fe229c30,601129f77e0c21000b0c408a,APPROVED,2023-12-13T15:53:21.275000Z,2023-12-13T16:11:31.259000Z,2023-12-13T20:19:49.984000Z,2023-12-13T16:11:31.679997Z,1090.0,CWWHERKO,1041,English,"Afrikaans, English",24,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
6579d2b4a7d7d2343a5ccff5,6405b1bec30102b0c14b7d08,APPROVED,2023-12-13T15:50:14.826000Z,2023-12-13T16:01:34.382000Z,2023-12-13T20:19:50.222000Z,2023-12-13T16:01:34.892816Z,680.0,CWWHERKO,279,English,"English, Italian",33,Female,White,Italy,United Kingdom,United Kingdom,English,No,Full-Time
6579d2dbaac7bc3733e6d5b9,5d161f336f6d87001612b274,APPROVED,2023-12-13T15:50:57.053000Z,2023-12-13T16:02:55.108000Z,2023-12-13T20:19:50.444000Z,2023-12-13T16:02:55.581497Z,719.0,CWWHERKO,290,"English, French, Spanish","French, English",27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579d2e046d06f09e906bc79,647c63a4b86409f3df84337b,APPROVED,2023-12-13T15:50:59.006000Z,2023-12-13T16:04:40.759000Z,2023-12-13T20:19:50.671000Z,2023-12-13T16:04:41.145132Z,822.0,CWWHERKO,247,English,English,57,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6579d2f3e56c6e1626039015,656c9ab02a4c0dfb7da368b5,APPROVED,2023-12-13T15:56:34.818000Z,2023-12-13T16:16:20.749000Z,2023-12-13T20:19:50.908000Z,2023-12-13T16:16:21.194405Z,1186.0,CWWHERKO,21,English,English,33,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579d2f664a444c1891590cf,6030cf35e7fec0f5c6d201c5,APPROVED,2023-12-13T15:51:26.973000Z,2023-12-13T16:14:21.590000Z,2023-12-13T20:19:51.143000Z,2023-12-13T16:14:22.043466Z,1375.0,CWWHERKO,1483,English,English,64,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
6579d37d8fc1d05be830ef19,575cb21f395e6f000681230d,APPROVED,2023-12-13T15:53:43.910000Z,2023-12-13T16:00:49.612000Z,2023-12-13T20:19:51.364000Z,2023-12-13T16:00:50.116903Z,426.0,CWWHERKO,608,English,English,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
6579d40183c849ea355cae99,5f4cde1cbfcaa81fc4dbf57d,APPROVED,2023-12-13T15:55:49.346000Z,2023-12-13T16:10:41.014000Z,2023-12-13T20:19:51.613000Z,2023-12-13T16:10:41.477680Z,892.0,CWWHERKO,1227,"German, English","English, German",33,Female,White,Germany,Germany,Germany,English,No,Full-Time
6579d4dc57927ffd4f12e97c,59b5a275c05bb50001eb3c4b,APPROVED,2023-12-13T15:59:28.772000Z,2023-12-13T16:16:36.433000Z,2023-12-13T20:19:51.845000Z,2023-12-13T16:16:36.941634Z,1028.0,CWWHERKO,312,English,English,45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579d5ffa384614cdb2726b4,656896c921dd37d57dd08ab8,APPROVED,2023-12-13T16:04:19.333000Z,2023-12-13T16:12:57.504000Z,2023-12-13T20:19:52.074000Z,2023-12-13T16:12:58.000680Z,519.0,CWWHERKO,26,English,English,19,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
6579d6119835e6b1b65cc35c,5aea25acd9f2be0001933493,APPROVED,2023-12-13T16:04:37.669000Z,2023-12-13T16:37:26.116000Z,2023-12-13T20:19:52.286000Z,2023-12-13T16:37:27.066101Z,1969.0,CWWHERKO,562,English,"Rather not say, English",31,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6579d65a75ec25c39669a0a6,5ee4aab1232e9d1b4d791bae,APPROVED,2023-12-13T16:05:50.405000Z,2023-12-13T16:17:32.640000Z,2023-12-13T20:19:52.497000Z,2023-12-13T16:17:33.155827Z,703.0,CWWHERKO,2206,English,English,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
6579d69a540f1e5d484e47b7,5f8dec421f06451776393dc4,APPROVED,2023-12-13T16:07:10.063000Z,2023-12-13T16:36:06.520000Z,2023-12-13T20:19:52.732000Z,2023-12-13T16:36:07.050624Z,1737.0,CWWHERKO,816,English,English,27,Female,Other,Canada,Canada,Canada,English,Yes,Other
6579d724439291366dddbbf1,5fb551ccab996500099ab1aa,APPROVED,2023-12-13T16:09:22.888000Z,2023-12-13T16:22:18.940000Z,2023-12-13T20:19:52.948000Z,2023-12-13T16:22:19.461854Z,777.0,CWWHERKO,1789,English,English,35,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579d72cbbe69433a65cd0aa,63ed27349738654dde4655ae,APPROVED,2023-12-13T16:09:29.360000Z,2023-12-13T16:23:23.331000Z,2023-12-13T20:19:53.159000Z,2023-12-13T16:23:23.791710Z,834.0,CWWHERKO,621,English,English,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579d831def90fc2a25cc2e1,60ba46327fecef005d8eeb87,APPROVED,2023-12-13T16:13:37.670000Z,2023-12-13T16:37:16.602000Z,2023-12-13T20:19:53.360000Z,2023-12-13T16:37:17.140012Z,1419.0,CWWHERKO,350,"English, Polish",English,25,Female,Black,Zimbabwe,Poland,Zimbabwe,English,Yes,Unemployed (and job seeking)
6579d88a59822886ab5c54ad,60d3136e74b1871646e72544,APPROVED,2023-12-13T16:15:16.723000Z,2023-12-13T16:35:48.905000Z,2023-12-13T20:19:53.577000Z,2023-12-13T16:35:49.441723Z,1233.0,CWWHERKO,1719,English,English,45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579d957084abe2accd87b64,5780d9a1900cc80001d2d1c2,APPROVED,2023-12-13T16:18:37.661000Z,2023-12-13T16:37:53.913000Z,2023-12-13T20:19:53.797000Z,2023-12-13T16:37:54.723484Z,1157.0,CWWHERKO,2993,English,English,67,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6579da5844bf516ba397a69f,5b0710e7a84dcf0001beee8a,APPROVED,2023-12-13T16:22:52.966000Z,2023-12-13T16:39:51.215000Z,2023-12-13T20:19:54.028000Z,2023-12-13T16:39:51.681770Z,1019.0,CWWHERKO,1875,English,English,56,Female,Mixed,Singapore,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6579dc13bee00ab0ea96f09f,5fe9284c2c2ee63925e41e5d,APPROVED,2023-12-13T16:35:14.934000Z,2023-12-13T17:07:27.090000Z,2023-12-13T20:19:54.256000Z,2023-12-13T17:07:27.656401Z,1933.0,CWWHERKO,782,English,English,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
6579dc151529c17f751d1679,637e1c1af194c6e63e8ff286,APPROVED,2023-12-13T16:30:21.811000Z,2023-12-13T17:04:28.185000Z,2023-12-13T20:19:54.490000Z,2023-12-13T17:04:28.808899Z,2047.0,CWWHERKO,872,English,English,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579dc4cef98bbe63761c2f0,558996f2fdf99b7ae47f5ed2,APPROVED,2023-12-13T16:31:08.082000Z,2023-12-13T16:44:48.048000Z,2023-12-13T20:19:54.777000Z,2023-12-13T16:44:48.632532Z,820.0,CWWHERKO,3236,English,English,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6579dee75455bc6917da8cd4,5ebeeaaf1f300410fffb8d9e,APPROVED,2023-12-13T16:42:22.222000Z,2023-12-13T17:21:20.056000Z,2023-12-13T20:19:55.024000Z,2023-12-13T17:21:20.568781Z,2338.0,CWWHERKO,378,English,English,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579e07645eebb6b2b8ee4f1,63d1404712c3f98874867c5c,APPROVED,2023-12-13T16:49:01.484000Z,2023-12-13T17:14:43.352000Z,2023-12-13T20:19:56.827000Z,2023-12-13T17:14:44.032392Z,1542.0,CWWHERKO,595,English,English,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
6579e0a564b45ccaa31ff651,5eadc384e00264461f74d7c8,APPROVED,2023-12-13T16:49:46.164000Z,2023-12-13T17:11:01.085000Z,2023-12-13T20:19:57.153000Z,2023-12-13T17:11:01.962779Z,1275.0,CWWHERKO,2045,English,English,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579e0ab2c5fba20342baa4e,5d62e42406ed5a001a2084f3,APPROVED,2023-12-13T16:49:50.671000Z,2023-12-13T17:37:35.087000Z,2023-12-13T20:19:57.363000Z,2023-12-13T17:37:35.574199Z,2865.0,CWWHERKO,1431,English,English,60,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6579e47689695ed70e5ec1cd,63d7cd776c3b50b48eabd288,APPROVED,2023-12-13T17:06:10.377000Z,2023-12-13T17:21:50.091000Z,2023-12-13T20:19:57.694000Z,2023-12-13T17:21:50.603743Z,940.0,CWWHERKO,627,English,English,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
6579e501f7f6d3b58aa38abb,655f972f982bf448ecf86742,APPROVED,2023-12-13T17:08:28.097000Z,2023-12-13T17:40:59.779000Z,2023-12-13T20:19:57.873000Z,2023-12-13T17:41:01.592445Z,1952.0,CWWHERKO,55,"English, French, German","English, French, German",40,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
6579e5f1071fc25a7c8a5215,5f3e6a07e06e71069f919082,APPROVED,2023-12-13T17:12:20.960000Z,2023-12-13T17:22:34.544000Z,2023-12-13T20:19:58.056000Z,2023-12-13T17:22:35.025200Z,614.0,CWWHERKO,2156,English,English,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
657a126b45eebb6b2b8eeff3,5e0d1af25777b54a85195758,APPROVED,2023-12-13T20:22:10.189000Z,2023-12-13T20:32:50.335000Z,2023-12-13T20:58:05.418000Z,2023-12-13T20:32:50.797868Z,641.0,CWWHERKO,225,English,English,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
657a14853da4195e188e8bf6,5fc1fe3d0e7f99235244a2e7,APPROVED,2023-12-13T20:31:01.320000Z,2023-12-13T20:43:29.500000Z,2023-12-13T20:58:05.783000Z,2023-12-13T20:43:30.115148Z,749.0,CWWHERKO,222,English,English,36,Female,White,New Zealand,New Zealand,New Zealand,English,No,Full-Time
657b49fd92863e90c8e86e85,600235988c6b062314984ac0,APPROVED,2023-12-14T18:32:17.568000Z,2023-12-14T18:52:06.034000Z,2023-12-14T19:39:28.226000Z,2023-12-14T18:52:06.930105Z,1189.0,CWWHERKO,777,"English, French","English, French",30,Male,Black,Nigeria,France,Nigeria,English,DATA_EXPIRED,DATA_EXPIRED
6579c7cf77fc3cb7740bfa45,60a2df32808ac76c056b37b9,RETURNED,2023-12-13T15:03:43.784000Z,,,,,,466,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579c7fad1d35728c5dc4246,608b445691f3225d81ca0f02,RETURNED,2023-12-13T15:04:35.543000Z,,,,,,422,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579c848bab87ef1fae88bdb,566af48e7da035000fb39c66,RETURNED,2023-12-13T15:05:50.673000Z,,,,,,965,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579c88fbbe69433a65cccf2,5f730f95d56846036b17e717,TIMED-OUT,2023-12-13T15:07:00.957000Z,,,,353651.0,,1069,English,English,66,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6579c8f993c96ab0c171ab48,5fb2808bf1937b872c6ad534,RETURNED,2023-12-13T15:08:41.042000Z,,,,,,247,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579c8fde56c6e1626038d63,5aecece0b59b0d00012ea5bd,TIMED-OUT,2023-12-13T15:08:52.862000Z,,,,353539.0,,68,English,English,38,Male,White,Canada,Canada,Canada,English,No,Full-Time
6579c91c40431b027b4cf845,609252692568228b9e5399b0,RETURNED,2023-12-13T15:09:27.145000Z,,,,,,452,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579c930b1f44d66218c005d,6081bf50562880127b418614,RETURNED,2023-12-13T15:10:31.547000Z,,,,,,153,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579c950c0fe40c7f2e4d02f,651ae3343f73266cbbde935d,RETURNED,2023-12-13T15:10:08.840000Z,,,,,,45,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579c96e439291366dddb811,5bb9230a8869b10001012321,RETURNED,2023-12-13T15:10:46.542000Z,,,,,,29,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579c9b3513ef3c495209c6a,5ab41678e1546900019b4b15,RETURNED,2023-12-13T15:11:47.951000Z,,,,,,1148,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579c9d204170357ad2c2c8e,64f209081cbf13e7d0ade6d4,RETURNED,2023-12-13T15:12:37.696000Z,,,,,,31,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579c9f6838d742e54ddba66,60754876c7bc4c78337d9af3,RETURNED,2023-12-13T15:17:21.729000Z,,,,,,213,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ca0da7d7d2343a5ccdc3,6295205424167eff340450f9,RETURNED,2023-12-13T15:13:29.482000Z,,,,,,1006,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ca12923c79882e158e4b,613253062b4bd0aeeb3c6d0f,RETURNED,2023-12-13T15:13:27.210000Z,,,,,,165,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ca17bab87ef1fae88ca5,5ffd80c185e28327669b51f5,RETURNED,2023-12-13T15:13:27.896000Z,,,,,,595,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ca35bab87ef1fae88caa,6524011d585e785faf217f59,RETURNED,2023-12-13T15:13:57.476000Z,,,,,,66,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ca464fadb3573061fa75,5cd6f48c48cd50001862b4c4,RETURNED,2023-12-13T15:16:07.089000Z,,,,,,1750,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ca58d5563ac20906bb9d,5f802c981bc48a0105a3c641,RETURNED,2023-12-13T15:14:32.535000Z,,,,,,259,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ca797a945cfc3d9fd374,60a5404314ae1a9d5b88565d,RETURNED,2023-12-13T15:17:53.373000Z,,,,,,480,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579ca847f0ed6377133bab1,5a85b865eea3d300016e6e0f,RETURNED,2023-12-13T15:15:33.518000Z,,,,,,900,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579caa5d78dce3d29f7fa8b,5b1e614fbd262e0001491796,RETURNED,2023-12-13T15:15:53.350000Z,,,,,,1150,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cab1342785b0083eba62,5ae9881e9b283d00017eda19,RETURNED,2023-12-13T15:16:09.354000Z,,,,,,440,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cab5e009ba99ac2c2a8f,5a7094c4f660ae0001a98bd5,RETURNED,2023-12-13T15:16:08.028000Z,,,,,,1021,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cab845d9207e85e4cf17,610306546b1956445387be5f,RETURNED,2023-12-13T15:16:13.646000Z,,,,,,628,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6579cad7e009ba99ac2c2a93,600c8adde1c58c000ba6eebb,RETURNED,2023-12-13T15:17:04.769000Z,,,,,,148,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
